stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Code\C\final\cat-small-fight\SourceCode\allegro5.cfg r
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.17943] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.17944] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.17945] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.17947] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.17970] added dtor for bitmap 0000000002c20380, func 00007ffe1c541bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18024] opening ./assets/image/tower/Archer_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18046] opening ./assets/image/tower/Archer_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18056] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18058] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18059] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18060] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18061] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18062] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18064] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18065] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18066] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.18067] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.18068] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.18069] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.18071] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.18090] added dtor for bitmap 0000000002c22c50, func 00007ffe1c541bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18146] opening ./assets/image/tower/Canon_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18171] opening ./assets/image/tower/Canon_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18182] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18184] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18185] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18186] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18188] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18189] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18190] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18191] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18192] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.18193] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.18196] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.18197] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.18199] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.18223] added dtor for bitmap 0000000002c25520, func 00007ffe1c541bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18279] opening ./assets/image/tower/Poison_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18299] opening ./assets/image/tower/Poison_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18307] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18310] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18311] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18312] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18313] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18314] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18315] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18316] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18317] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.18318] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.18320] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.18321] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.18322] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.18342] added dtor for bitmap 0000000002c27df0, func 00007ffe1c541bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18390] opening ./assets/image/tower/Storm_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18415] opening ./assets/image/tower/Storm_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18427] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18429] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18430] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18431] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18432] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18433] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18434] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18435] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18437] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.18438] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.18439] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.18440] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.18442] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.18473] added dtor for bitmap 0000000002c1f790, func 00007ffe1c541bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18738] opening ./assets/image/StartBackground.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18776] opening ./assets/image/StartBackground.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18801] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18804] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18806] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18807] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18808] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18809] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18811] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18812] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.18813] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.18814] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.18815] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.18817] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.18818] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.18846] added dtor for bitmap 0000000002c1f3d0, func 00007ffe1c541bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.23188] opening ./assets/sound/growl.wav rb
wav      I                wav.c:124  wav_open                         [   0.23209] Ignoring chunk: LIST
wav      E                wav.c:121  wav_open                         [   0.23211] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   0.23214] added dtor for sample 0000000002c135c0, func 00007ffe1c671a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.23227] added dtor for sample_instance 0000000002bedbb0, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.23228] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23230]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.23231]  0.000000 0.707107
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23941] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23947] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24129] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24140] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24223] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24229] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24290] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24294] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24390] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24398] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24783] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24790] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24839] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24843] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24887] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24890] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.38574] opening ./assets/image/monster/Wolf/RIGHT_1.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.38613] opening ./assets/image/monster/Wolf/RIGHT_1.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38871] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38878] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38879] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38880] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38881] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38882] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38883] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38884] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38885] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.38886] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.38887] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.38888] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.38889] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.38909] added dtor for bitmap 0000000002c2bf30, func 00007ffe1c541bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38983] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38986] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38987] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38988] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38989] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38990] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38991] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38992] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.38993] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.38994] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.38995] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.38996] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.38997] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   1.39017] Glyph 70: 15x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.39020] Locking glyph region: 0000000002c2c0e0 0 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.39034] Unlocking page: 0000000002c2c0e0
font     D                ttf.c:243  alloc_glyph_region               [   1.39042] Glyph 82: 15x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.39043] Locking glyph region: 0000000002c2c0e0 16 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.39051] Unlocking page: 0000000002c2c0e0
font     D                ttf.c:243  alloc_glyph_region               [   1.39059] Glyph 76: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.39061] Locking glyph region: 0000000002c2c0e0 32 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.39068] Unlocking page: 0000000002c2c0e0
font     D                ttf.c:243  alloc_glyph_region               [   1.39077] Glyph 81: 16x13 (16x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.39078] Locking glyph region: 0000000002c2c0e0 48 0 16 16
font     D                ttf.c:167  unlock_current_page              [   1.39084] Unlocking page: 0000000002c2c0e0
font     D                ttf.c:243  alloc_glyph_region               [   1.39088] Glyph 29: 7x13 (8x16)
font     D                ttf.c:287  alloc_glyph_region               [   1.39089] Locking glyph region: 0000000002c2c0e0 64 0 8 16
font     D                ttf.c:167  unlock_current_page              [   1.39095] Unlocking page: 0000000002c2c0e0
font     D                ttf.c:446  cache_glyph                      [   1.39097] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   1.39102] Glyph 20: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.39103] Locking glyph region: 0000000002c2c0e0 72 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.39109] Unlocking page: 0000000002c2c0e0
font     D                ttf.c:243  alloc_glyph_region               [   1.39113] Glyph 19: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.39114] Locking glyph region: 0000000002c2c0e0 88 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.39119] Unlocking page: 0000000002c2c0e0
font     D                ttf.c:243  alloc_glyph_region               [   1.39124] Glyph 24: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.39125] Locking glyph region: 0000000002c2c0e0 104 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.39131] Unlocking page: 0000000002c2c0e0
font     D                ttf.c:243  alloc_glyph_region               [   1.39142] Glyph 21: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   1.39143] Locking glyph region: 0000000002c2c0e0 120 0 16 20
font     D                ttf.c:167  unlock_current_page              [   1.39145] Unlocking page: 0000000002c2c0e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.39176] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.39179] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.39288] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.39293] _al_d3d_sync_bitmap (video) ref count == 1
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   1.39934] Loading sample ./assets/sound/BackgroundMusic.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.39943] opening ./assets/sound/BackgroundMusic.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.40065] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.40069] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.40071] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.40073] total_samples 7875072
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   1.40076] total_size 31500288
dtor     D               dtor.c:196  _al_register_destructor          [   1.68548] added dtor for sample 0000000002c13a70, func 00007ffe1c671a1d
dtor     D               dtor.c:196  _al_register_destructor          [   1.68557] added dtor for sample_instance 0000000002bed610, func 00007ffe1c66929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.68559] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.68561]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.68562]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.73241] opening ./assets/image/monster/Wolf/RIGHT_2.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.73269] opening ./assets/image/monster/Wolf/RIGHT_2.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73590] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73595] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73596] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73597] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73598] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73599] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73600] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73601] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.73602] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.73603] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.73604] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.73605] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.73606] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.73628] added dtor for bitmap 0000000002c9ed70, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.73740] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.73746] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.08247] opening ./assets/image/monster/Wolf/RIGHT_3.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.08309] opening ./assets/image/monster/Wolf/RIGHT_3.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08690] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08696] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08697] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08698] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08699] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08700] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08701] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08702] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.08703] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.08704] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.08705] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.08706] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.08707] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.08729] added dtor for bitmap 0000000002c93710, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.08832] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.08837] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.23242] removed dtor for sample_instance 0000000002bedbb0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.43242] opening ./assets/image/monster/Wolf/RIGHT_4.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.43266] opening ./assets/image/monster/Wolf/RIGHT_4.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43673] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43678] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43680] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43681] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43682] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43682] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43683] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43684] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.43685] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.43686] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.43688] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.43689] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.43690] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.43710] added dtor for bitmap 0000000002c94130, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.43818] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.43823] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.78256] opening ./assets/image/monster/Wolf/RIGHT_0.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.78303] opening ./assets/image/monster/Wolf/RIGHT_0.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78667] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78673] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78674] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78675] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78676] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78676] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78677] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78678] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.78679] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.78680] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.78681] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.78682] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.78683] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.78703] added dtor for bitmap 0000000002c938c0, func 00007ffe1c541bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.78822] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.78827] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   6.29938] Glyph 22: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   6.29946] Locking glyph region: 0000000002c2c0e0 136 0 16 20
font     D                ttf.c:167  unlock_current_page              [   6.29951] Unlocking page: 0000000002c2c0e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.30049] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.30058] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [   8.33260] Glyph 23: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   8.33264] Locking glyph region: 0000000002c2c0e0 152 0 16 20
font     D                ttf.c:167  unlock_current_page              [   8.33267] Unlocking page: 0000000002c2c0e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.33324] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   8.33330] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  12.39948] Glyph 25: 13x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [  12.39958] Locking glyph region: 0000000002c2c0e0 168 0 16 20
font     D                ttf.c:167  unlock_current_page              [  12.39964] Unlocking page: 0000000002c2c0e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.40074] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.40086] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:243  alloc_glyph_region               [  14.43280] Glyph 26: 14x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [  14.43287] Locking glyph region: 0000000002c2c0e0 184 0 16 20
font     D                ttf.c:167  unlock_current_page              [  14.43292] Unlocking page: 0000000002c2c0e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.43376] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.43381] _al_d3d_sync_bitmap (video) ref count == 1
